,distance,soundIntensity
0,0.0,468.07660436699996
1,0.0,471.54342817699995
2,0.0,471.66722645199997
3,0.0,471.66722645199997
4,0.0,470.789311232
5,0.0,449.146587146
6,0.0,445.708427816
7,0.0,484.074969937
8,0.00405137419584,484.074969937
9,0.00405137419584,630.849775613
10,0.00733511959668,513.117571905
11,0.00733511959668,522.766317242
12,0.010576214015799999,483.321594305
13,0.011812945603200002,482.035950628
14,0.011812945603200002,482.035950628
15,0.011812945603200002,474.316129385
16,0.0153099107782,462.69159659800005
17,0.0153099107782,446.20575529900003
18,0.0191906856494,439.000872173
19,0.020427415479099997,494.80236357300004
20,0.020427415479099997,494.80236357300004
21,0.024265536036499998,464.618518355
22,0.024265536036499998,460.772653289
23,0.024265536036499998,441.99901340199995
24,0.028359488281900002,472.52953324
25,0.0297667750903,472.52953324
26,0.0297667750903,409.97989876599996
27,0.0336901153739,417.37841651900004
28,0.0349694638754,441.901844924
29,0.0349694638754,476.752749461
30,0.0390207340932,439.338927219
31,0.0390207340932,439.338927219
32,0.040428011945500004,456.9927301
33,0.044308676538399996,449.44921850400004
34,0.044308676538399996,457.38318433300003
35,0.045630657373599996,437.782961703
36,0.049553966542800004,437.782961703
37,0.049553966542800004,448.51668881800003
38,0.0508759529751,399.523523364
39,0.0508759529751,431.47963776
40,0.05492719029490001,412.55801710400004
41,0.0562491608757,439.76760313
42,0.0562491608757,439.76760313
43,0.06038563576219999,442.675990731
44,0.0617502289503,442.675990731
45,0.0617502289503,445.744238956
46,0.06584400061409999,432.223660624
47,0.06584400061409999,448.732833975
48,0.06998045381489999,448.732833975
49,0.06998045381489999,437.72982082699997
50,0.06998045381489999,381.154603483
51,0.0741169419775,426.67808604199996
52,0.0754815587974,390.231175361
53,0.0754815587974,431.45466806
54,0.0794901206461,431.45466806
55,0.0794901206461,463.221713272
56,0.0794901206461,430.57971293300005
57,0.0794901206461,435.44279032
58,0.08635583768459999,431.25600122300006
59,0.08635583768459999,400.181605433
60,0.09053502550039999,400.181605433
61,0.09053502550039999,426.731907966
62,0.09053502550039999,429.222174141
63,0.09467157398630001,425.320410415
64,0.096036208524,446.684956231
65,0.096036208524,446.684956231
66,0.100258040952,436.297551719
67,0.100258040952,432.075849861
68,0.100258040952,436.898383055
69,0.10443723955600001,447.971281894
70,0.10443723955600001,435.735359746
71,0.108659088352,435.735359746
72,0.110023728029,444.943310779
73,0.110023728029,440.526026693
74,0.114202947009,416.670234705
75,0.114202947009,419.332552404
76,0.118510115698,419.332552404
77,0.118510115698,384.656364021
78,0.118510115698,405.322612449
79,0.122732002699,422.96102238099996
80,0.122732002699,411.704048279
81,0.127039171297,417.48146094699996
82,0.127039171297,417.48146094699996
83,0.127039171297,411.288966124
84,0.131261058214,421.32105014
85,0.131261058214,397.965385465
86,0.135610889629,418.64528997699995
87,0.135610889629,436.997423496
88,0.13991807142,436.997423496
89,0.13991807142,423.266254474
90,0.13991807142,441.24873609
91,0.144353184822,425.179871744
92,0.145760475927,418.51076775900003
93,0.145760475927,418.51076775900003
94,0.15019557513,446.81818085300006
95,0.15019557513,388.218325895
96,0.154630664176,438.682955011
97,0.154630664176,422.817480737
98,0.154630664176,411.192041402
99,0.158980462991,411.192041402
100,0.158980462991,389.41137614300004
101,0.163244981298,385.15879462199996
102,0.163244981298,414.61017366199997
103,0.163244981298,439.10852584
104,0.167552144737,439.10852584
105,0.167552144737,437.532521471
106,0.17177401776299997,401.769928438
107,0.17177401776299997,423.772658556
108,0.176038526192,410.408034084
109,0.176038526192,379.174612897
110,0.176038526192,379.174612897
111,0.180430984652,440.175376682
112,0.180430984652,423.86686442900003
113,0.18482343824900002,418.790227614
114,0.18482343824900002,410.847738359
115,0.18482343824900002,408.44668438199994
116,0.18934384632399998,408.44668438199994
117,0.18934384632399998,447.150652156
118,0.193736318279,425.719296612
119,0.195186264575,412.08603154900004
120,0.195186264575,391.48219168800006
121,0.19970668935,391.48219168800006
122,0.19970668935,391.698468079
123,0.19970668935,408.178990198
124,0.204141815084,434.55164995800004
125,0.204141815084,370.46938129800003
126,0.20883281341600002,409.076754136
127,0.20883281341600002,409.076754136
128,0.213353221267,378.40977307699995
129,0.213353221267,394.579658217
130,0.213353221267,405.084786913
131,0.217830996419,405.084786913
132,0.217830996419,428.36045694800004
133,0.222308771534,379.89168299
134,0.222308771534,399.52477614400004
135,0.222308771534,364.915778595
136,0.22682919209000002,364.915778595
137,0.22682919209000002,376.174746394
138,0.231392258086,406.48092573599996
139,0.231392258086,422.171063385
140,0.232927501564,412.63318737699996
141,0.237447940678,383.21751473800003
142,0.237447940678,383.21751473800003
143,0.239025830954,394.29585035300005
144,0.239025830954,368.25474009
145,0.24358891903299998,392.052288865
146,0.24358891903299998,394.111437404
147,0.248365238861,378.680659439
148,0.249900482308,378.680659439
149,0.249900482308,401.014948439
150,0.251393078959,405.913875061
151,0.254506209109,406.111467381
152,0.254506209109,418.72141899400003
153,0.259197223387,418.72141899400003
154,0.259197223387,368.0030186
155,0.260689827881,389.32561925
156,0.26533822714899996,382.36875156800005
157,0.26533822714899996,374.07107045
158,0.269986628688,359.15213998800004
159,0.269986628688,359.15213998800004
160,0.27463502294,386.40723688
161,0.27463502294,380.65907004800005
162,0.276212919105,399.23124257
163,0.276212919105,396.146985892
164,0.280861318331,396.146985892
165,0.28243921608899997,431.50094282099997
166,0.28243921608899997,402.463814421
167,0.287002329884,455.755441528
168,0.288580229045,401.414896809
169,0.288580229045,376.106909173
170,0.293356570388,376.106909173
171,0.293356570388,427.742931742
172,0.294891823621,405.145575142
173,0.299582880374,399.21622465900003
174,0.299582880374,394.277073477
175,0.299582880374,394.277073477
176,0.304316584556,388.423736072
177,0.305894483708,387.407350582
178,0.305894483708,389.81450869199995
179,0.310756116829,417.78853787199995
180,0.3123766612,403.27905327300005
181,0.3123766612,403.27905327300005
182,0.317110358637,404.83288988699996
183,0.317110358637,410.463063608
184,0.321844051834,377.38487228699995
185,0.321844051834,403.853515771
186,0.323464592904,396.788459728
187,0.323464592904,396.788459728
188,0.328326213264,376.238172431
189,0.328326213264,401.43015278300004
190,0.333145175077,387.769539898
191,0.333145175077,380.43333883599996
192,0.337921491184,386.082536928
193,0.337921491184,386.082536928
194,0.339499376379,401.111412744
195,0.339499376379,394.62668258199994
196,0.344488905213,384.62920953300005
197,0.344488905213,414.86763194300005
198,0.344488905213,414.86763194300005
199,0.344488905213,406.587295299
200,0.352591571984,382.545624531
201,0.352591571984,384.290517028
202,0.35728261917099996,338.27331593400004
203,0.35728261917099996,376.36391357
204,0.36214424988000005,376.36391357
205,0.36214424988000005,382.487364245
206,0.36214424988000005,395.544454603
207,0.367091186494,372.896169236
208,0.367091186494,376.290155545
209,0.37199548134800003,376.290155545
210,0.37199548134800003,388.861336299
211,0.37199548134800003,390.085228159
212,0.377027711079,358.48362449900003
213,0.377027711079,402.244697735
214,0.382102577785,382.270824631
215,0.382102577785,382.270824631
216,0.387049506667,386.80297934699996
217,0.387049506667,399.652023638
218,0.387049506667,374.14266924599997
219,0.391996440627,360.888776643
220,0.39365963006300003,360.888776643
221,0.39365963006300003,398.015536839
222,0.39869184175399996,361.394054069
223,0.39869184175399996,365.84962547699996
224,0.403638756352,394.391685566
225,0.403638756352,344.570361082
226,0.403638756352,344.570361082
227,0.408543016031,359.54576682199996
228,0.408543016031,383.524883489
229,0.413660507684,396.200266302
230,0.413660507684,366.69988654599996
231,0.413660507684,366.69988654599996
232,0.41860741931699996,373.102591104
233,0.41860741931699996,395.294943283
234,0.42368227410899995,350.497260651
235,0.42368227410899995,349.65860170699995
236,0.428501261031,361.13189636699997
237,0.428501261031,361.13189636699997
238,0.428501261031,357.725701699
239,0.433490829225,391.114850285
240,0.433490829225,366.924147514
241,0.438650989615,366.924147514
242,0.438650989615,362.70422860599996
243,0.438650989615,350.34853149800006
244,0.443725854128,357.185932105
245,0.443725854128,416.323313588
246,0.448715417175,416.323313588
247,0.450463894524,391.04821445199997
248,0.450463894524,352.48392518800006
249,0.45549610057499995,371.137223214
250,0.45549610057499995,371.137223214
251,0.45549610057499995,362.292504157
252,0.460613603796,376.16641247
253,0.460613603796,343.583087435
254,0.465688466038,340.142449456
255,0.467309006955,350.78756067800003
256,0.467309006955,354.76090706599996
257,0.47238386159900003,337.253747805
258,0.47238386159900003,357.49996476800004
259,0.477458730003,357.49996476800004
260,0.477458730003,370.576613281
261,0.479207215229,360.202770779
262,0.479207215229,351.74140605300005
263,0.484282085378,352.586362714
264,0.484282085378,347.078477595
265,0.48944224372699996,347.078477595
266,0.48944224372699996,357.209302531
267,0.49114808183799996,371.33607618699995
268,0.496265594238,361.695325126
269,0.496265594238,356.02871412699994
270,0.497971429463,325.257429477
271,0.497971429463,325.257429477
272,0.5029609949989999,352.227366126
273,0.5047094743,371.953656356
274,0.5047094743,369.564381654
275,0.509869628244,357.918230509
276,0.509869628244,370.463021827
277,0.5149444983429999,370.463021827
278,0.5149444983429999,352.393142937
279,0.5149444983429999,359.598534649
280,0.520147300447,353.94624126300005
281,0.521853136452,353.94624126300005
282,0.521853136452,369.064504517
283,0.527055938541,337.299149667
284,0.527055938541,352.355069044
285,0.532301394144,363.400587977
286,0.532301394144,348.431002695
287,0.534007235286,348.431002695
288,0.539337989571,337.106814804
289,0.539337989571,377.596962744
290,0.539337989571,352.709049784
291,0.544583449195,363.030691185
292,0.544583449195,366.484141766
293,0.5499568442670001,366.484141766
294,0.5499568442670001,383.149973438
295,0.551705330411,395.670429245
296,0.556993434847,343.727192995
297,0.556993434847,379.521911078
298,0.556993434847,382.514651067
299,0.556993434847,382.514651067
300,0.565863803569,336.837608683
301,0.565863803569,359.57529839999995
302,0.565863803569,362.612504558
303,0.571279850875,331.452074852
304,0.571279850875,331.452074852
305,0.576567957372,373.55347047199996
306,0.576567957372,374.016708929
307,0.576567957372,333.014930866
308,0.5819413581580001,361.93470560199995
309,0.5819413581580001,338.653802525
310,0.587144174223,338.653802525
311,0.587144174223,397.69876811800003
312,0.59251757367,340.069171783
313,0.59251757367,342.37949508400004
314,0.59251757367,360.687182551
315,0.597805681061,360.687182551
316,0.597805681061,344.825707216
317,0.6031790805039999,352.91668315699997
318,0.6031790805039999,360.590562096
319,0.608552479031,353.753929736
320,0.608552479031,343.646824672
321,0.610300966841,343.646824672
322,0.610300966841,347.40642544199994
323,0.615503783942,339.750662295
324,0.615503783942,359.61259168
325,0.620919829565,338.132531451
326,0.620919829565,343.789922659
327,0.620919829565,343.789922659
328,0.626165290207,345.339333274
329,0.626165290207,384.25342446400003
330,0.63149604377,341.857372265
331,0.63149604377,336.985236065
332,0.636741504409,337.691910297
333,0.636741504409,337.691910297
334,0.636741504409,363.297017031
335,0.642114897927,365.440268484
336,0.642114897927,355.089860658
337,0.647488295573,351.659550274
338,0.647488295573,351.659550274
339,0.647488295573,327.273167931
340,0.652819049128,352.582084114
341,0.652819049128,336.038916238
342,0.658064511878,337.232874284
343,0.658064511878,371.205391421
344,0.66343791314,371.205391421
345,0.66343791314,341.63767704599996
346,0.66343791314,352.175978419
347,0.668896606485,374.084849169
348,0.670730386145,325.473663602
349,0.670730386145,326.285289837
350,0.676018495323,326.285289837
351,0.676018495323,360.447961606
352,0.681477188265,333.537378328
353,0.681477188265,344.479116535
354,0.681477188265,347.12290196699996
355,0.686893229297,368.087885306
356,0.688684359893,368.087885306
357,0.688684359893,363.869994984
358,0.694143043606,347.157801285
359,0.694143043606,329.637552014
360,0.6995164386339999,331.889794151
361,0.6995164386339999,331.889794151
362,0.7013502157729999,336.763222029
363,0.7013502157729999,366.763276541
364,0.7066809597139999,364.599035566
365,0.7066809597139999,335.358097522
366,0.712011699439,345.676904313
367,0.712011699439,345.676904313
368,0.7175556731180001,332.36355994
369,0.7175556731180001,333.11954347
370,0.719389450249,347.10710139199995
371,0.7248054860609999,338.37761251
372,0.7248054860609999,338.37761251
373,0.726596616638,342.31199169900003
374,0.726596616638,335.853287378
375,0.7321832442980001,358.792831031
376,0.733974378124,361.89690353199995
377,0.733974378124,350.035174168
378,0.739433071688,329.08392182299997
379,0.741266851557,329.08392182299997
380,0.741266851557,320.97373849400003
381,0.746768190907,327.702586381
382,0.746768190907,328.791718424
383,0.7486019694230001,326.194550758
384,0.7539753669339999,326.194550758
